taxon,id
Pinnularia appendiculata,299
Pinnularia lundii,300
Pinnularia microstauron,301
Pinnularia obscura,302
Pinnularia schoenfelderi,303
Pinnularia sinistra,304
Pinnularia subrupestris,305
Pinnularia viridiformis,306
Placoneis anglica,307
Placoneis clementispronina,308
Placoneis gastrum,309
Placoneis paraelginensis,310
Placoneis pseudanglica,311
Placoneis symmetrica,312
Placoneis undulata,313
Planothidium amphibium,314
Planothidium cavilanceolatum,315
Planothidium cryptolanceolatum,316
Planothidium delicatulum,317
Planothidium dubium,318
Planothidium granum,319
Planothidium minutissimum,320
Planothidium rostratoholarcticum,321
Platessa conspicua,322
Platessa holsatica,323
Pleurosira laevis,324
Prestauroneis integra,325
Psammothidium bioretii,326
Psammothidium daoense,327
Psammothidium helveticum,328
Psammothidium lauenburgianum,329
Psammothidium microscopicum,330
Psammothidium punctulatum,331
Psammothidium subatomoides,332
Pseudofallacia monoculata,333
Pseudofallacia tenera,334
Pseudostaurosira brevistriata,335
Pseudostaurosira parasitica,336
Pseudostaurosira trinorii,337
Punctastriata lancettula,338
Puncticulata radiosa,339
Rhopalodia gibba,340
Rossithidium petersenii,341
Sellaphora absoluta,342
Sellaphora bacillum,343
Sellaphora mutatoides,344
Sellaphora parapupula,345
Sellaphora pseudopupula,346
Sellaphora rotunda,347
Sellaphora saprotolerans,348
Sellaphora schadei,349
Sellaphora stroemii,350
Sellaphora utermoehlii,351
Sellaphora verecundiae,352
Simonsenia delognei,353
Skeletonema potamos,354
Stauroforma exiguiformis,355
Stauroneis kriegerii,356
Stauroneis leguminopsis,357
Stauroneis parathermicola,358
Stauroneis separanda,359
Stauroneis smithii,360
Stauroneis thermicola,361
Staurosira binodis,362
Staurosira construens,363
Staurosira subsalina,364
Staurosira venter,365
Staurosirella lapponica,366
Staurosirella oldenburgiana,367
Staurosirella pinnata,368
Stephanocyclus meneghiniana,369
Stephanodiscus hantzschii,370
Stephanodiscus minutulus,371
Surirella angusta,372
Surirella angustata,373
Surirella biseriata,374
Surirella linearis,375
Surirella ovalis,376
Surirella splendida,377
Surirella suecica,378
Surirella tenera,379
Surirella terricola,380
Tabellaria flocculosa,381
Tabularia tabulata,382
Tetracyclus rupestris,383
Thalassiosira pseudonana,384
Tryblionella angustata,385
Tryblionella angustatula,386
Tryblionella apiculata,387
Tryblionella brunoi,388
Tryblionella calida,389
Tryblionella debilis,390
Tryblionella hungarica,391
Tryblionella levidensis,392
Tryblionella littoralis,393
Tryblionella salinarum,394
Ulnaria grunowii,395
diploneis navahoarum,396
